File Name,Note Density (notes/second)
impro02-01-audioinfluencer.csv,0.8646870042010818
impro02-02-audioinfluencer.csv,0.6645056726094003
impro02-03-audioinfluencer.csv,1.6180369821868805
impro02-04-audioinfluencer.csv,0.8994265191101316
impro02-05-audioinfluencer.csv,1.9305424688860906
impro02-06-audioinfluencer.csv,0.532262614502995
impro02-07-audioinfluencer.csv,0.574911780222864
impro02-08-audioinfluencer.csv,0.9286859566348434
impro02-09-audioinfluencer.csv,2.7654292764343187
impro02-10-audioinfluencer.csv,1.3231623764003067
impro02-11-audioinfluencer.csv,0.5089040049964874
impro02-12-audioinfluencer.csv,2.2638120756201285
impro02-13-audioinfluencer.csv,0.7107609656491043
impro02-14-audioinfluencer.csv,2.2768283185288714
impro02-15-audioinfluencer.csv,0.5324948147925869
impro02-16-audioinfluencer.csv,0.7547111613741453
impro02-17-audioinfluencer.csv,0.6050992124649672
impro02-18-audioinfluencer.csv,0.7481341907350163
