File Name,Pitch Standard Deviation
impro02-01-audioinfluencer.csv,24.748737341529164
impro02-02-audioinfluencer.csv,12.020815280171307
impro02-03-audioinfluencer.csv,10.606601717798213
impro02-04-audioinfluencer.csv,27.577164466275352
impro02-05-audioinfluencer.csv,21.920310216782973
impro02-06-audioinfluencer.csv,10.606601717798213
impro02-07-audioinfluencer.csv,9.899494936611665
impro02-08-audioinfluencer.csv,14.849242404917497
impro02-09-audioinfluencer.csv,13.435028842544403
impro02-10-audioinfluencer.csv,13.435028842544403
impro02-11-audioinfluencer.csv,12.727922061357855
impro02-12-audioinfluencer.csv,14.142135623730951
impro02-13-audioinfluencer.csv,12.727922061357855
impro02-14-audioinfluencer.csv,18.384776310850235
impro02-15-audioinfluencer.csv,9.192388155425117
impro02-16-audioinfluencer.csv,21.920310216782973
impro02-17-audioinfluencer.csv,10.606601717798213
impro02-18-audioinfluencer.csv,8.48528137423857
