Second,Note Count
2,1
18,1
23,1
24,1
25,2
26,1
27,1
28,1
29,1
30,1
39,1
43,1
44,1
45,1
47,2
49,1
50,1
54,2
55,1
56,1
57,1
58,1
61,1
65,1
66,1
