Duration (s),Frequency
0.09062500000000018,1
0.042708333333333126,1
0.14374999999999982,1
0.016145833333333304,2
0.1494791666666666,1
0.021354166666666785,2
0.015625,6
0.47499999999999964,1
0.04270833333333357,4
0.30885416666666643,2
2.1494791666666666,1
0.8026041666666668,1
0.045312499999999645,1
0.026562499999999822,2
0.016145833333333748,3
0.17604166666666643,1
0.6343750000000004,1
0.02656250000000071,6
0.6026041666666675,1
0.02708333333333357,1
10.357291666666665,1
0.02135416666666501,6
0.03177083333333286,7
0.14427083333333357,1
2.8104166666666686,1
0.1281250000000007,1
0.09062499999999929,3
0.01093750000000071,2
0.10677083333333215,7
0.03229166666666572,11
0.09583333333333499,3
0.48020833333333357,2
0.010416666666667851,2
0.8479166666666664,1
1.7067708333333336,1
0.1015625,2
0.03750000000000142,8
0.05885416666666643,4
0.07447916666666643,2
0.49583333333333357,4
0.05833333333333357,4
0.1171875,3
0.16510416666666572,2
0.06406249999999858,8
0.4854166666666657,3
1.0932291666666671,1
0.08020833333333499,6
0.11770833333333286,2
0.4796875000000007,2
0.08541666666666714,4
0.10624999999999929,1
0.08489583333333428,2
2.464062499999997,1
0.01614583333333286,6
0.14947916666666572,1
0.1119791666666643,4
0.04270833333333002,2
0.1223958333333357,2
0.07968749999999858,4
0.12812499999999716,1
0.010937499999997158,5
0.03697916666666856,2
0.13906250000000142,1
0.02135416666666856,8
0.2135416666666643,2
0.026562499999997158,3
0.010416666666664298,7
0.05364583333333428,4
0.6026041666666657,1
1.1786458333333343,1
2.7359374999999986,1
0.12291666666666856,2
0.04791666666666572,1
0.1067708333333357,5
0.17604166666666998,2
0.42135416666666714,3
0.17031250000000142,2
0.91770833333333,1
0.10625000000000284,2
0.09583333333333144,2
0.10104166666666714,2
0.11249999999999716,1
0.14374999999999716,3
0.18124999999999858,1
0.30416666666666714,2
0.8692708333333314,1
1.0078125,1
0.3734375000000014,1
0.16562499999999858,2
0.24010416666666856,1
0.027083333333330017,1
0.2822916666666657,1
0.30937500000000284,1
0.47968749999999716,1
0.2880208333333343,1
0.2723958333333343,1
0.06927083333333428,2
0.07500000000000284,1
0.15989583333333002,3
0.18645833333333428,1
0.3578125000000014,1
0.05312500000000142,1
0.2718750000000014,1
0.31458333333333144,1
0.15468750000000142,1
0.7203124999999986,1
8.890625,1
