time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
2.949168,52,0.213022,0.177792,0.217849,0.698440,0.444786,0.421169,0.436524,0.290186,0.191235,0.196420,0.200963,0.293871,
7.548979,74,0.229783,0.308536,0.397994,0.666083,0.588888,0.387754,0.336808,0.305344,0.277562,0.310149,0.295901,0.358438,
11.748891,74,0.518585,0.460728,0.435632,0.640979,0.373146,0.554613,0.567062,0.499659,0.369144,0.357993,0.437003,0.584437,
16.049179,74,0.241694,0.214839,0.527533,0.726498,0.522293,0.557756,0.376053,0.311784,0.263254,0.256922,0.291340,0.386517,
19.399822,46,0.393312,0.235093,0.494778,0.748093,0.360465,0.247666,0.346352,0.380375,0.335867,0.460606,0.432275,0.713600,
20.198807,75,0.436014,0.324284,0.428041,0.463121,0.458876,0.361396,0.272492,0.240774,0.569093,0.253535,0.214146,0.312451,
22.648914,61,0.374794,0.460917,0.551822,0.619510,0.510547,0.406523,0.544092,0.452729,0.416664,0.435393,0.357593,0.454511,
23.298412,47,0.433102,0.451442,0.604049,0.711762,0.431752,0.430037,0.404028,0.422936,0.526412,0.385102,0.249779,0.464371,
27.449644,61,0.417435,0.355819,0.357875,0.456872,0.472902,0.549284,0.385270,0.292549,0.255762,0.335784,0.396241,0.579692,
29.998543,61,0.288237,0.677354,0.491679,0.508815,0.406273,0.434575,0.453601,0.380466,0.457389,0.278043,0.371225,0.531922,
31.549149,74,0.237837,0.200839,0.263419,0.561427,0.503411,0.447919,0.339341,0.422862,0.560507,0.284788,0.184389,0.357498,
34.149269,59,0.280227,0.394129,0.544744,0.394178,0.511609,0.506574,0.314887,0.328667,0.385907,0.384338,0.346672,0.394855,
34.799992,74,0.477166,0.471710,0.558613,0.512186,0.442289,0.449553,0.401652,0.539652,0.495373,0.322095,0.376949,0.577704,
36.799652,59,0.421020,0.403981,0.380092,0.596092,0.434326,0.375961,0.480329,0.363885,0.372145,0.357463,0.313114,0.790817,
37.598629,74,0.390853,0.455523,0.608866,0.642725,0.500245,0.466130,0.432933,0.452077,0.514500,0.369112,0.366796,0.488873,
39.699440,59,0.379074,0.337928,0.465781,0.566599,0.412330,0.361996,0.356636,0.292654,0.329629,0.280370,0.277619,0.635212,
40.548889,76,0.281452,0.390028,0.403111,0.481918,0.628396,0.620692,0.493074,0.552916,0.474105,0.465977,0.300008,0.331045,
41.548981,59,0.286820,0.018187,0.020087,0.135875,0.029241,0.027475,0.172598,0.043454,0.022212,0.029089,0.020571,0.972149,
42.299301,59,0.455886,0.483251,0.478167,0.568965,0.397592,0.317978,0.426475,0.364865,0.342508,0.327287,0.351883,0.683814,
43.148918,80,0.540940,0.546285,0.460526,0.641691,0.425802,0.377952,0.519782,0.461797,0.679413,0.571288,0.622013,0.636356,
44.949699,59,0.494080,0.433197,0.544260,0.661106,0.500609,0.287454,0.250848,0.359619,0.195184,0.545173,0.343094,0.471416,
46.498650,78,0.358336,0.219862,0.204306,0.410499,0.589485,0.470849,0.227603,0.208085,0.285084,0.210094,0.309754,0.405256,
47.748749,59,0.076062,0.005112,0.010898,0.178586,0.013231,0.010958,0.181114,0.005750,0.007682,0.012123,0.047868,0.988089,
48.249615,59,0.279473,0.048331,0.102950,0.465082,0.171853,0.102825,0.213208,0.117110,0.099319,0.029964,0.168248,0.770789,
48.949772,70,0.403283,0.347169,0.250943,0.334260,0.168116,0.216847,0.140572,0.198750,0.360397,0.272173,0.496653,0.398877,
50.848534,61,0.177156,0.804656,0.340157,0.379492,0.340449,0.230491,0.205181,0.197371,0.185634,0.143072,0.216977,0.158904,
52.148617,74,0.438080,0.400373,0.354726,0.574947,0.487714,0.455335,0.337967,0.378956,0.624733,0.505328,0.346815,0.515387,
53.799847,61,0.127866,0.579847,0.535420,0.289089,0.296829,0.439719,0.152590,0.083542,0.080536,0.076679,0.097321,0.103127,
54.949734,77,0.181235,0.277196,0.206236,0.319786,0.256918,0.265588,0.353246,0.571372,0.714705,0.261767,0.192979,0.251038,
57.049000,61,0.213472,0.290242,0.329486,0.390808,0.360474,0.276262,0.407103,0.541230,0.638324,0.426930,0.253052,0.226981,
58.499126,66,0.286593,0.383968,0.277699,0.631220,0.803721,0.428825,0.323489,0.534513,0.243486,0.468721,0.318152,0.333941,
59.799568,61,0.006152,0.990084,0.326148,0.011225,0.013684,0.037066,0.006672,0.009191,0.167472,0.047565,0.005438,0.007474,
60.498669,61,0.449966,0.557317,0.501533,0.638711,0.511229,0.352595,0.315419,0.456866,0.472450,0.487610,0.351219,0.482823,
61.499531,75,0.274139,0.456879,0.285515,0.644977,0.672301,0.414826,0.284492,0.503070,0.324697,0.417227,0.378127,0.316401,
