Second,Note Count
8,1
15,2
16,1
26,1
27,2
40,1
41,2
42,1
43,3
44,2
45,1
48,2
51,2
52,3
53,2
54,2
55,4
56,2
58,3
59,3
60,1
61,2
62,1
