Feature,Values
Pitch,57,57,57,58,57,57,69,69,57,69,67,70
Intensity,4,1,21,23,8,10,59,4,10,29,7,1
Duration,9.41875,0.7994791666666666,14.533333333333333,0.08020833333333333,5.423958333333333,0.29322916666666665,0.10104166666666667,0.3203125,5.477083333333333,0.09114583333333333,8.1015625,3.2104166666666667
Pitch Entropy,1.896240625180289
Intensity Entropy,3.0849625007211556
Duration Entropy,3.584962500721156
